student_id,school_year,attendance_rate,chronic_absenteeism_flag,average_assessment_score,basic_or_below_count,failed_course_count,average_final_grade,at_risk_flag,risk_due_to_attendance,risk_due_to_assessment,risk_due_to_course_failure
STU00521,2025,0.934,0,78.25,0,0,78.25,0,0,0,0
STU00522,2023,0.977,0,75.25,1,0,76.5,1,0,1,0
STU00522,2024,0.97,0,71.75,2,0,70.25,1,0,1,0
STU00522,2025,0.0107,1,80.75,1,1,81.25,1,1,1,1
STU00523,2023,0.948,0,70.5,2,1,68.0,1,0,1,1
STU00523,2024,0.96,0,69.0,1,1,67.75,1,0,1,1
STU00523,2025,0.926,0,60.5,4,2,59.5,1,0,1,1
STU00524,2023,0.96,0,74.75,0,0,75.25,0,0,0,0
STU00524,2024,0.948,0,73.75,0,0,74.5,0,0,0,0
STU00524,2025,0.953,0,80.25,1,0,78.75,1,0,1,0
STU00525,2023,0.938,0,72.5,1,1,75.75,1,0,1,1
STU00525,2024,0.964,0,78.0,0,0,78.25,0,0,0,0
STU00525,2025,0.933,0,78.5,1,0,74.5,1,0,1,0
STU00526,2023,0.945,0,80.75,1,1,76.25,1,0,1,1
STU00526,2024,0.921,0,74.0,1,0,75.75,1,0,1,0
STU00526,2025,0.94,0,79.25,0,0,84.0,0,0,0,0
STU00527,2023,0.935,0,64.0,2,2,60.5,1,0,1,1
STU00527,2024,0.988,0,70.75,2,0,70.5,1,0,1,0
STU00527,2025,0.903,0,78.5,1,0,79.75,1,0,1,0
STU00528,2023,0.889,1,76.0,1,0,76.75,1,1,1,0
STU00528,2024,0.953,0,73.5,2,1,70.0,1,0,1,1
STU00528,2025,0.912,0,68.5,3,1,64.75,1,0,1,1
STU00529,2023,0.927,0,75.75,1,0,79.5,1,0,1,0
STU00529,2024,0.898,1,78.75,0,0,78.0,1,1,0,0
STU00529,2025,0.867,1,67.75,2,2,62.0,1,1,1,1
STU00530,2023,0.855,1,71.25,2,1,69.5,1,1,1,1
STU00530,2024,0.955,0,71.75,2,1,71.25,1,0,1,1
STU00530,2025,0.918,0,66.5,2,1,66.5,1,0,1,1
STU00531,2023,1.0,0,91.25,0,0,86.5,0,0,0,0
STU00531,2024,1.0,0,91.0,0,0,94.25,0,0,0,0
STU00531,2025,0.95,0,87.0,0,0,83.5,0,0,0,0
STU00532,2023,0.92,0,75.0,1,0,76.75,1,0,1,0
STU00532,2024,0.983,0,68.75,3,0,71.25,1,0,1,0
STU00532,2025,0.902,0,71.0,2,1,66.0,1,0,1,1
STU00533,2023,0.952,0,73.5,1,0,73.0,1,0,1,0
STU00533,2024,0.939,0,71.25,1,1,67.0,1,0,1,1
STU00533,2025,1.0,0,87.5,0,0,89.75,0,0,0,0
STU00534,2023,0.958,0,73.0,2,0,74.75,1,0,1,0
STU00534,2024,0.953,0,68.5,2,0,70.75,1,0,1,0
STU00534,2025,0.91,0,66.25,2,1,64.25,1,0,1,1
STU00535,2023,0.994,0,79.75,0,0,80.25,0,0,0,0
STU00535,2024,0.966,0,83.25,0,0,81.25,0,0,0,0
STU00535,2025,0.898,1,79.0,0,0,77.0,1,1,0,0
STU00536,2023,0.971,0,77.75,0,0,74.75,0,0,0,0
STU00536,2024,0.959,0,84.5,0,0,85.0,0,0,0,0
STU00536,2025,0.947,0,84.25,0,0,83.75,0,0,0,0
STU00537,2023,0.919,0,74.0,1,1,76.5,1,0,1,1
STU00537,2024,0.922,0,77.5,1,0,78.5,1,0,1,0
STU00537,2025,1.0,0,79.5,1,1,80.75,1,0,1,1
STU00538,2023,0.905,0,73.5,1,0,73.75,1,0,1,0
STU00538,2024,1.0,0,68.5,2,2,63.25,1,0,1,1
STU00538,2025,0.938,0,73.25,2,0,76.0,1,0,1,0
STU00539,2023,0.953,0,67.0,2,1,68.75,1,0,1,1
STU00539,2024,0.914,0,64.75,2,1,63.5,1,0,1,1
STU00539,2025,0.9,0,70.5,2,0,68.75,1,0,1,0
STU00540,2023,0.966,0,83.5,0,0,85.25,0,0,0,0
STU00540,2024,0.952,0,79.5,1,0,83.75,1,0,1,0
STU00540,2025,0.994,0,81.25,0,0,85.5,0,0,0,0
STU00541,2023,0.972,0,81.75,0,0,82.25,0,0,0,0
STU00541,2024,0.964,0,76.25,0,0,78.0,0,0,0,0
STU00541,2025,1.0,0,87.25,0,0,86.0,0,0,0,0
STU00542,2023,0.927,0,72.75,1,0,72.0,1,0,1,0
STU00542,2024,0.877,1,67.0,2,1,65.25,1,1,1,1
STU00542,2025,0.928,0,74.25,0,0,75.25,0,0,0,0
STU00543,2023,0.875,1,54.5,4,3,55.5,1,1,1,1
STU00543,2024,0.894,1,53.5,4,2,57.5,1,1,1,1
STU00543,2025,0.861,1,61.0,3,2,62.25,1,1,1,1
STU00544,2023,0.942,0,67.0,3,0,69.0,1,0,1,0
STU00544,2024,0.965,0,72.5,2,0,71.75,1,0,1,0
STU00544,2025,0.924,0,77.5,0,0,82.0,0,0,0,0
STU00545,2023,0.874,1,75.25,2,0,76.25,1,1,1,0
STU00545,2024,0.924,0,79.0,0,0,81.75,0,0,0,0
STU00545,2025,0.982,0,86.25,0,0,82.0,0,0,0,0
STU00546,2023,0.913,0,78.25,0,0,74.25,0,0,0,0
STU00546,2024,0.941,0,72.25,1,1,73.0,1,0,1,1
STU00546,2025,0.912,0,75.5,1,0,77.75,1,0,1,0
STU00547,2023,1.0,0,76.75,1,0,81.5,1,0,1,0
STU00547,2024,0.96,0,77.75,1,0,73.5,1,0,1,0
STU00547,2025,0.943,0,87.25,0,0,86.0,0,0,0,0
STU00548,2023,0.983,0,80.75,1,0,80.25,1,0,1,0
STU00548,2024,1.0,0,79.75,0,0,77.25,0,0,0,0
STU00548,2025,0.977,0,78.75,1,0,79.0,1,0,1,0
STU00549,2023,0.983,0,76.25,1,0,75.0,1,0,1,0
STU00549,2024,0.961,0,80.5,1,1,74.25,1,0,1,1
STU00549,2025,0.959,0,85.75,0,0,90.0,0,0,0,0
STU00550,2023,0.942,0,67.5,2,0,70.0,1,0,1,0
STU00550,2024,0.961,0,67.5,3,0,66.25,1,0,1,0
STU00550,2025,0.899,1,73.75,2,0,74.5,1,1,1,0
STU00551,2023,0.821,1,62.666666666666664,4,2,59.25,1,1,1,1
STU00551,2024,0.897,1,62.5,2,2,63.5,1,1,1,1
STU00551,2025,0.869,1,70.75,1,0,67.75,1,1,1,0
STU00552,2023,0.877,1,67.25,1,1,66.5,1,1,1,1
STU00552,2024,0.91,0,71.75,2,1,75.25,1,0,1,1
STU00552,2025,0.966,0,70.0,2,1,66.25,1,0,1,1
STU00553,2023,0.906,0,73.75,1,0,79.25,1,0,1,0
STU00553,2024,0.934,0,73.75,2,0,77.33333333333333,1,0,1,0
STU00553,2025,0.96,0,81.25,1,1,80.25,1,0,1,1
STU00554,2023,0.949,0,72.5,1,0,72.5,1,0,1,0
STU00554,2024,0.894,1,73.0,1,0,80.25,1,1,1,0
STU00554,2025,0.952,0,75.75,0,0,71.75,0,0,0,0
STU00555,2023,0.959,0,72.5,1,0,74.66666666666667,1,0,1,0
STU00555,2024,0.988,0,76.75,1,0,78.5,1,0,1,0
STU00555,2025,0.95,0,74.0,2,0,78.5,1,0,1,0
STU00556,2023,0.906,0,63.75,4,1,66.0,1,0,1,1
STU00556,2024,0.988,0,79.25,0,0,79.25,0,0,0,0
STU00556,2025,0.955,0,68.0,2,2,62.5,1,0,1,1
STU00557,2023,0.871,1,68.5,1,2,66.0,1,1,1,1
STU00557,2024,0.887,1,68.5,2,1,67.25,1,1,1,1
STU00557,2025,0.915,0,68.25,1,1,67.0,1,0,1,1
STU00558,2023,0.935,0,71.5,2,0,72.5,1,0,1,0
STU00558,2024,0.939,0,80.5,0,0,76.5,0,0,0,0
STU00558,2025,0.949,0,82.5,0,0,82.25,0,0,0,0
STU00559,2023,0.972,0,79.0,0,0,76.75,0,0,0,0
STU00559,2024,0.949,0,75.25,1,0,70.75,1,0,1,0
STU00559,2025,0.983,0,78.0,0,0,77.25,0,0,0,0
STU00560,2023,0.904,0,67.75,3,0,75.75,1,0,1,0
STU00560,2024,0.959,0,73.75,2,0,72.75,1,0,1,0
STU00560,2025,0.923,0,68.0,2,1,67.0,1,0,1,1
STU00561,2023,0.911,0,80.5,2,0,82.5,1,0,1,0
STU00561,2024,0.94,0,91.25,0,0,87.0,0,0,0,0
STU00561,2025,0.9,0,75.0,2,1,70.25,1,0,1,1
STU00562,2023,0.994,0,70.0,2,2,64.75,1,0,1,1
STU00562,2024,1.0,0,76.25,1,0,75.5,1,0,1,0
STU00562,2025,0.989,0,84.0,0,0,84.75,0,0,0,0
STU00563,2023,0.971,0,78.0,1,0,76.0,1,0,1,0
STU00563,2024,0.893,1,76.0,1,1,71.5,1,1,1,1
STU00563,2025,1.0,0,82.0,1,0,81.5,1,0,1,0
STU00564,2023,1.0,0,80.5,0,0,79.75,0,0,0,0
STU00564,2024,0.983,0,85.25,0,0,85.75,0,0,0,0
STU00564,2025,0.972,0,77.5,2,0,83.25,1,0,1,0
STU00565,2023,1.0,0,85.25,0,0,86.5,0,0,0,0
STU00565,2024,0.93,0,80.5,0,1,74.5,1,0,0,1
STU00565,2025,0.921,0,76.5,1,1,74.25,1,0,1,1
STU00566,2023,0.924,0,77.0,0,0,82.0,0,0,0,0
STU00566,2024,0.971,0,76.66666666666667,1,0,74.75,1,0,1,0
STU00566,2025,0.868,1,74.5,2,0,73.25,1,1,1,0
STU00567,2023,0.966,0,75.25,1,0,73.0,1,0,1,0
STU00567,2024,0.954,0,87.33333333333333,0,0,87.25,0,0,0,0
STU00567,2025,0.959,0,77.0,1,0,77.5,1,0,1,0
STU00568,2023,0.971,0,73.0,1,1,69.75,1,0,1,1
STU00568,2024,0.906,0,70.25,3,1,69.75,1,0,1,1
STU00568,2025,0.946,0,75.5,0,0,76.25,0,0,0,0
STU00569,2023,0.94,0,72.0,1,0,71.0,1,0,1,0
STU00569,2024,0.882,1,83.75,0,0,84.75,1,1,0,0
STU00569,2025,0.942,0,76.75,0,0,65.75,0,0,0,0
STU00570,2023,0.872,1,65.25,2,2,63.25,1,1,1,1
STU00570,2024,0.926,0,72.0,2,1,71.75,1,0,1,1
STU00570,2025,0.94,0,78.0,0,0,77.75,0,0,0,0
STU00571,2023,0.883,1,55.25,3,3,53.25,1,1,1,1
STU00571,2024,0.866,1,64.5,3,2,57.0,1,1,1,1
STU00571,2025,0.965,0,72.5,1,1,76.5,1,0,1,1
STU00572,2023,0.851,1,56.5,3,2,55.75,1,1,1,1
STU00572,2024,0.944,0,59.75,3,2,57.25,1,0,1,1
STU00572,2025,0.882,1,61.5,4,1,63.5,1,1,1,1
STU00573,2023,0.988,0,77.75,0,0,79.0,0,0,0,0
STU00573,2024,0.909,0,75.5,0,0,71.75,0,0,0,0
STU00573,2025,0.926,0,81.75,0,0,83.5,0,0,0,0
STU00574,2023,1.0,0,84.0,0,0,80.5,0,0,0,0
STU00574,2024,0.917,0,75.0,0,0,73.75,0,0,0,0
STU00574,2025,0.955,0,66.25,3,2,64.75,1,0,1,1
STU00575,2023,0.982,0,79.0,1,0,77.75,1,0,1,0
STU00575,2024,0.93,0,81.0,0,0,79.0,0,0,0,0
STU00575,2025,0.944,0,87.75,0,0,88.5,0,0,0,0
STU00576,2023,0.976,0,67.75,3,0,67.75,1,0,1,0
STU00576,2024,0.924,0,73.0,2,0,76.0,1,0,1,0
STU00576,2025,0.894,1,73.25,1,1,69.75,1,1,1,1
STU00577,2023,1.0,0,76.25,0,0,74.5,0,0,0,0
STU00577,2024,1.0,0,87.0,0,0,86.75,0,0,0,0
STU00577,2025,0.964,0,86.5,0,0,90.25,0,0,0,0
STU00578,2023,0.891,1,76.75,1,0,81.5,1,1,1,0
STU00578,2024,0.865,1,70.75,2,1,70.5,1,1,1,1
STU00578,2025,0.941,0,83.0,1,1,84.0,1,0,1,1
STU00579,2023,0.967,0,77.25,1,1,79.25,1,0,1,1
STU00579,2024,0.925,0,71.5,2,1,70.0,1,0,1,1
STU00579,2025,0.994,0,86.0,0,0,84.75,0,0,0,0
STU00580,2023,0.921,0,77.25,1,0,78.75,1,0,1,0
STU00580,2024,0.965,0,79.25,0,0,76.25,0,0,0,0
STU00580,2025,0.94,0,70.75,2,1,73.5,1,0,1,1
STU00581,2023,1.0,0,82.75,0,0,81.75,0,0,0,0
STU00581,2024,0.994,0,82.25,0,0,81.0,0,0,0,0
STU00581,2025,0.965,0,76.75,1,0,77.5,1,0,1,0
STU00582,2023,1.0,0,83.25,0,0,83.25,0,0,0,0
STU00582,2024,0.959,0,72.0,1,0,74.25,1,0,1,0
STU00582,2025,1.0,0,80.75,0,0,81.25,0,0,0,0
STU00583,2023,0.964,0,61.5,4,2,64.0,1,0,1,1
STU00583,2024,0.787,1,65.25,2,1,67.0,1,1,1,1
STU00583,2025,0.935,0,73.75,1,0,76.75,1,0,1,0
STU00584,2023,0.913,0,59.5,3,2,61.75,1,0,1,1
STU00584,2024,0.933,0,67.75,3,0,74.5,1,0,1,0
STU00584,2025,0.933,0,71.75,2,1,69.75,1,0,1,1
STU00585,2023,0.935,0,79.0,1,0,77.5,1,0,1,0
STU00585,2024,0.972,0,84.25,0,0,83.5,0,0,0,0
STU00585,2025,0.964,0,87.0,0,0,88.5,0,0,0,0
STU00586,2023,0.96,0,68.0,3,0,67.5,1,0,1,0
STU00586,2024,0.95,0,66.25,3,1,68.25,1,0,1,1
STU00586,2025,0.953,0,63.5,4,1,67.5,1,0,1,1
STU00587,2023,0.96,0,77.75,0,0,80.25,0,0,0,0
STU00587,2024,0.994,0,77.25,1,1,74.0,1,0,1,1
STU00587,2025,0.932,0,79.75,1,0,79.75,1,0,1,0
STU00588,2023,0.884,1,72.75,1,0,73.5,1,1,1,0
STU00588,2024,0.983,0,88.75,0,0,90.0,0,0,0,0
STU00588,2025,1.0,0,84.5,0,0,81.25,0,0,0,0
STU00589,2023,0.952,0,70.25,2,0,73.75,1,0,1,0
STU00589,2024,0.933,0,70.25,2,1,69.75,1,0,1,1
STU00589,2025,0.914,0,74.25,1,0,70.75,1,0,1,0
STU00590,2023,0.922,0,71.5,2,0,74.75,1,0,1,0
STU00590,2024,0.905,0,72.0,1,0,73.0,1,0,1,0
STU00590,2025,0.947,0,74.5,1,1,71.0,1,0,1,1
STU00591,2023,0.903,0,76.25,1,0,82.25,1,0,1,0
STU00591,2024,0.952,0,75.0,0,0,79.5,0,0,0,0
STU00591,2025,0.954,0,73.25,2,0,73.25,1,0,1,0
STU00592,2023,0.918,0,59.75,4,2,58.25,1,0,1,1
STU00592,2024,0.955,0,62.75,3,1,67.5,1,0,1,1
STU00592,2025,0.994,0,67.5,2,1,67.0,1,0,1,1
STU00593,2023,1.0,0,67.25,3,1,69.0,1,0,1,1
STU00593,2024,0.849,1,65.0,3,2,60.75,1,1,1,1
STU00593,2025,0.925,0,85.75,0,0,81.0,0,0,0,0
STU00594,2023,0.938,0,69.75,2,1,70.5,1,0,1,1
STU00594,2024,0.966,0,69.0,3,1,69.5,1,0,1,1
STU00594,2025,0.917,0,71.5,2,0,72.75,1,0,1,0
STU00595,2023,0.931,0,69.5,2,0,72.75,1,0,1,0
STU00595,2024,0.978,0,84.25,0,0,85.25,0,0,0,0
STU00595,2025,0.933,0,74.25,1,0,72.25,1,0,1,0
STU00596,2023,0.977,0,72.5,2,0,75.0,1,0,1,0
STU00596,2024,0.949,0,75.75,0,0,78.25,0,0,0,0
STU00596,2025,0.924,0,79.0,0,0,75.5,0,0,0,0
STU00597,2023,0.895,1,65.25,2,1,64.5,1,1,1,1
STU00597,2024,0.95,0,74.75,0,0,74.25,0,0,0,0
STU00597,2025,0.901,0,72.25,2,0,73.25,1,0,1,0
STU00598,2023,1.0,0,75.5,1,0,75.25,1,0,1,0
STU00598,2024,0.944,0,86.0,0,1,82.25,1,0,0,1
STU00598,2025,0.88,1,71.5,1,0,70.0,1,1,1,0
STU00599,2023,0.988,0,79.75,0,0,81.25,0,0,0,0
STU00599,2024,0.983,0,77.75,1,0,83.5,1,0,1,0
STU00599,2025,0.916,0,77.0,1,0,74.75,1,0,1,0
STU00600,2023,0.925,0,72.75,2,0,72.0,1,0,1,0
STU00600,2024,0.944,0,74.25,1,1,71.5,1,0,1,1
STU00600,2025,0.952,0,86.25,0,0,90.0,0,0,0,0
STU00601,2023,0.972,0,70.5,2,0,70.75,1,0,1,0
STU00601,2024,0.954,0,64.5,2,2,68.0,1,0,1,1
STU00601,2025,0.844,1,56.0,4,4,54.25,1,1,1,1
STU00602,2023,0.893,1,63.5,3,1,69.75,1,1,1,1
STU00602,2024,0.965,0,71.5,2,0,71.25,1,0,1,0
STU00602,2025,0.837,1,65.5,3,0,67.75,1,1,1,0
STU00603,2023,0.849,1,62.5,3,2,63.5,1,1,1,1
STU00603,2024,0.93,0,73.0,1,0,77.0,1,0,1,0
STU00603,2025,0.925,0,62.5,3,1,64.75,1,0,1,1
STU00604,2023,0.919,0,68.75,2,1,72.5,1,0,1,1
STU00604,2024,0.964,0,74.5,1,1,67.25,1,0,1,1
STU00604,2025,0.91,0,74.5,3,1,72.75,1,0,1,1
STU00605,2023,0.892,1,67.75,2,0,66.75,1,1,1,0
STU00605,2024,0.946,0,74.0,1,0,71.75,1,0,1,0
STU00605,2025,0.921,0,75.25,1,0,81.0,1,0,1,0
STU00606,2023,0.925,0,63.0,3,2,62.0,1,0,1,1
STU00606,2024,0.939,0,66.75,3,2,62.5,1,0,1,1
STU00606,2025,0.94,0,70.25,2,0,70.75,1,0,1,0
STU00607,2023,1.0,0,84.75,0,0,84.75,0,0,0,0
STU00607,2024,0.983,0,85.5,0,0,84.75,0,0,0,0
STU00607,2025,0.96,0,83.25,0,0,87.0,0,0,0,0
STU00608,2023,0.97,0,73.75,1,0,79.75,1,0,1,0
STU00608,2024,0.928,0,81.5,1,1,80.5,1,0,1,1
STU00608,2025,0.91,0,82.0,0,0,86.5,0,0,0,0
STU00609,2023,0.933,0,70.25,3,0,68.25,1,0,1,0
STU00609,2024,0.908,0,76.0,1,0,76.5,1,0,1,0
STU00609,2025,0.931,0,74.0,1,0,80.25,1,0,1,0
STU00610,2023,0.966,0,68.5,2,0,72.5,1,0,1,0
STU00610,2024,0.947,0,75.75,2,0,77.0,1,0,1,0
STU00610,2025,0.994,0,75.0,0,0,75.75,0,0,0,0
STU00611,2023,0.937,0,70.5,2,1,69.0,1,0,1,1
STU00611,2024,0.982,0,73.5,1,1,71.0,1,0,1,1
STU00611,2025,0.982,0,70.0,2,0,69.5,1,0,1,0
STU00612,2023,0.905,0,71.0,1,1,65.25,1,0,1,1
STU00612,2024,0.861,1,69.25,1,1,70.0,1,1,1,1
STU00612,2025,0.949,0,73.75,1,1,71.25,1,0,1,1
STU00613,2023,0.952,0,72.75,1,0,74.75,1,0,1,0
STU00613,2024,0.97,0,75.0,0,0,76.0,0,0,0,0
STU00613,2025,0.976,0,67.25,3,1,63.0,1,0,1,1
STU00614,2023,0.965,0,68.25,2,0,71.0,1,0,1,0
STU00614,2024,0.955,0,78.0,1,0,74.0,1,0,1,0
STU00614,2025,0.977,0,73.25,1,0,71.25,1,0,1,0
STU00615,2023,0.872,1,63.75,3,1,64.25,1,1,1,1
STU00615,2024,0.912,0,78.5,1,0,77.0,1,0,1,0
STU00615,2025,0.891,1,58.0,3,2,57.25,1,1,1,1
STU00616,2023,0.952,0,62.0,4,1,65.25,1,0,1,1
STU00616,2024,0.952,0,70.5,1,1,70.25,1,0,1,1
STU00616,2025,0.847,1,60.25,4,1,60.5,1,1,1,1
STU00617,2023,0.888,1,65.5,3,1,65.75,1,1,1,1
STU00617,2024,0.934,0,76.75,0,0,76.0,0,0,0,0
STU00617,2025,0.918,0,75.25,1,0,77.75,1,0,1,0
STU00618,2023,0.982,0,74.75,1,0,76.25,1,0,1,0
STU00618,2024,0.994,0,78.0,0,0,74.75,0,0,0,0
STU00618,2025,0.948,0,78.0,2,0,80.0,1,0,1,0
STU00619,2023,0.958,0,74.25,0,0,73.5,0,0,0,0
STU00619,2024,1.0,0,75.75,1,0,79.25,1,0,1,0
STU00619,2025,0.891,1,70.5,1,0,72.5,1,1,1,0
STU00620,2023,0.915,0,84.75,0,0,84.0,0,0,0,0
STU00620,2024,1.0,0,88.0,0,0,86.0,0,0,0,0
STU00620,2025,0.93,0,82.25,0,0,83.25,0,0,0,0
STU00621,2023,0.875,1,66.5,3,0,67.75,1,1,1,0
STU00621,2024,0.922,0,68.75,2,2,67.5,1,0,1,1
STU00621,2025,0.954,0,73.0,1,0,72.25,1,0,1,0
STU00622,2023,0.959,0,67.25,3,0,67.25,1,0,1,0
STU00622,2024,0.954,0,84.0,0,0,82.75,0,0,0,0
STU00622,2025,0.939,0,73.5,1,0,74.75,1,0,1,0
STU00623,2023,0.864406779661017,1,53.25,4,3,53.0,1,1,1,1
STU00623,2024,0.935,0,62.0,3,3,58.25,1,0,1,1
STU00623,2025,0.942,0,74.75,1,0,71.0,1,0,1,0
STU00624,2023,0.937,0,75.0,1,0,74.0,1,0,1,0
STU00624,2024,0.994,0,79.25,0,0,77.75,0,0,0,0
STU00624,2025,0.989,0,80.25,0,0,77.75,0,0,0,0
STU00625,2023,0.953,0,56.25,3,2,61.25,1,0,1,1
STU00625,2024,0.911,0,64.0,3,2,61.333333333333336,1,0,1,1
STU00625,2025,0.915,0,66.75,2,1,64.25,1,0,1,1
STU00626,2023,0.877,1,60.5,3,2,55.5,1,1,1,1
STU00626,2024,0.879,1,71.5,2,0,81.75,1,1,1,0
STU00626,2025,0.917,0,74.0,1,0,69.5,1,0,1,0
STU00627,2023,0.9,0,67.0,2,2,60.0,1,0,1,1
STU00627,2024,0.918,0,60.75,3,1,61.25,1,0,1,1
STU00627,2025,0.908,0,75.25,0,0,74.0,0,0,0,0
STU00628,2023,0.994,0,78.0,1,0,81.25,1,0,1,0
STU00628,2024,0.941,0,75.0,1,0,75.5,1,0,1,0
STU00628,2025,0.948,0,73.25,1,0,73.0,1,0,1,0
STU00629,2023,0.917,0,62.75,3,1,62.25,1,0,1,1
STU00629,2024,0.885,1,60.25,3,1,63.25,1,1,1,1
STU00629,2025,0.899,1,68.5,3,0,65.0,1,1,1,0
STU00630,2023,0.938,0,55.5,4,2,55.0,1,0,1,1
STU00630,2024,0.929,0,70.25,2,2,64.5,1,0,1,1
STU00630,2025,0.933,0,79.5,1,0,83.66666666666667,1,0,1,0
STU00631,2023,0.953,0,79.5,0,0,81.75,0,0,0,0
STU00631,2024,0.905,0,74.75,2,0,76.25,1,0,1,0
STU00631,2025,0.921,0,70.25,1,0,72.75,1,0,1,0
STU00632,2023,0.855,1,79.75,0,0,79.5,1,1,0,0
STU00632,2024,0.91,0,74.0,1,0,76.0,1,0,1,0
STU00632,2025,0.961,0,81.5,0,0,81.5,0,0,0,0
STU00633,2023,0.92,0,78.0,1,0,79.25,1,0,1,0
STU00633,2024,0.866,1,74.75,2,0,77.0,1,1,1,0
STU00633,2025,0.943,0,76.5,1,0,76.75,1,0,1,0
STU00634,2023,0.917,0,76.5,0,1,72.75,1,0,0,1
STU00634,2024,0.86,1,66.75,2,0,67.75,1,1,1,0
STU00634,2025,0.971,0,76.75,1,0,75.75,1,0,1,0
STU00635,2023,0.928,0,67.5,2,1,66.25,1,0,1,1
STU00635,2024,1.0,0,77.0,1,1,71.5,1,0,1,1
STU00635,2025,0.875,1,70.75,1,1,67.75,1,1,1,1
STU00636,2023,0.88,1,62.75,2,2,56.75,1,1,1,1
STU00636,2024,0.879,1,71.75,1,0,73.5,1,1,1,0
STU00636,2025,0.936,0,67.5,2,1,67.5,1,0,1,1
STU00637,2023,1.0,0,85.25,0,0,88.25,0,0,0,0
STU00637,2024,0.922,0,79.5,1,0,75.75,1,0,1,0
STU00637,2025,0.971,0,81.0,0,0,82.25,0,0,0,0
STU00638,2023,0.908,0,63.5,4,1,65.0,1,0,1,1
STU00638,2024,0.906,0,61.75,4,1,60.0,1,0,1,1
STU00638,2025,0.899,1,60.5,4,1,62.75,1,1,1,1
STU00639,2023,0.93,0,76.25,1,1,73.5,1,0,1,1
STU00639,2024,1.0,0,85.5,0,0,87.0,0,0,0,0
STU00639,2025,0.944,0,75.25,2,1,75.5,1,0,1,1
STU00640,2023,0.928,0,72.25,2,0,71.25,1,0,1,0
STU00640,2024,0.898,1,68.25,3,1,69.0,1,1,1,1
STU00640,2025,0.94,0,74.0,1,0,71.25,1,0,1,0
STU00641,2023,0.933,0,79.5,0,0,81.0,0,0,0,0
STU00641,2024,0.948,0,74.75,1,0,76.75,1,0,1,0
STU00641,2025,0.917,0,76.75,1,0,79.75,1,0,1,0
STU00642,2023,0.931,0,66.0,2,2,64.25,1,0,1,1
STU00642,2024,0.958,0,71.0,1,1,70.75,1,0,1,1
STU00642,2025,0.918,0,66.5,3,0,70.0,1,0,1,0
STU00643,2023,0.931,0,79.0,0,0,74.5,0,0,0,0
STU00643,2024,0.964,0,75.25,1,0,77.75,1,0,1,0
STU00643,2025,0.966,0,88.5,0,0,90.25,0,0,0,0
STU00644,2023,0.926,0,70.0,1,0,68.25,1,0,1,0
STU00644,2024,0.966,0,75.0,1,0,78.25,1,0,1,0
STU00644,2025,1.0,0,75.5,1,0,80.5,1,0,1,0
STU00645,2023,0.944,0,63.5,3,2,62.5,1,0,1,1
STU00645,2024,0.919,0,63.25,2,1,65.5,1,0,1,1
STU00645,2025,0.942,0,77.0,0,0,81.25,0,0,0,0
STU00646,2023,0.886,1,69.0,2,0,68.25,1,1,1,0
STU00646,2024,0.899,1,67.0,2,2,65.25,1,1,1,1
STU00646,2025,0.876,1,70.5,2,1,66.5,1,1,1,1
STU00647,2023,0.877,1,78.5,1,0,79.25,1,1,1,0
STU00647,2024,0.917,0,66.0,3,0,70.0,1,0,1,0
STU00647,2025,0.903,0,68.0,2,1,67.25,1,0,1,1
STU00648,2023,0.865,1,66.25,3,2,64.5,1,1,1,1
STU00648,2024,0.93,0,66.25,3,1,65.25,1,0,1,1
STU00648,2025,0.897,1,71.75,2,1,76.5,1,1,1,1
STU00649,2023,0.971,0,81.25,1,0,83.5,1,0,1,0
STU00649,2024,0.937,0,84.75,0,0,85.5,0,0,0,0
STU00649,2025,0.894,1,85.25,0,0,88.0,1,1,0,0
STU00650,2023,0.92,0,66.0,3,1,61.5,1,0,1,1
STU00650,2024,0.897,1,66.75,2,2,64.5,1,1,1,1
STU00650,2025,0.918,0,76.5,2,0,77.25,1,0,1,0
STU00651,2023,0.955,0,81.5,1,1,75.0,1,0,1,1
STU00651,2024,0.994,0,76.5,1,0,80.5,1,0,1,0
STU00651,2025,0.961,0,78.0,0,0,81.5,0,0,0,0
STU00652,2023,0.946,0,72.75,2,1,70.0,1,0,1,1
STU00652,2024,0.927,0,70.0,2,1,67.5,1,0,1,1
STU00652,2025,0.966,0,66.25,4,0,68.0,1,0,1,0
STU00653,2023,0.918,0,76.5,0,0,80.25,0,0,0,0
STU00653,2024,0.994,0,79.5,0,0,84.5,0,0,0,0
STU00653,2025,0.964,0,80.0,0,0,78.0,0,0,0,0
STU00654,2023,0.878,1,65.75,3,1,67.5,1,1,1,1
STU00654,2024,0.855,1,62.0,3,2,61.75,1,1,1,1
STU00654,2025,0.947,0,84.0,0,0,79.5,0,0,0,0
STU00655,2023,0.926,0,74.0,2,1,69.75,1,0,1,1
STU00655,2024,0.916,0,74.25,2,0,77.25,1,0,1,0
STU00655,2025,0.933,0,77.5,0,0,81.0,0,0,0,0
STU00656,2023,0.0107,1,59.25,4,3,53.75,1,1,1,1
STU00656,2024,0.822,1,57.75,3,3,56.0,1,1,1,1
STU00656,2025,0.932,0,75.5,1,0,74.25,1,0,1,0
STU00657,2023,0.892,1,71.25,1,0,70.75,1,1,1,0
